ID,Jurisdiction,State,District_Type,District_Number,Candidate_Name,Party,Total_Amount,Total_For,Total_Against,PAC_Name,PAC_Type,PAC_ID,ID_Type,Citation_URL
Sierra Club Political Committee_600,State Office,MN,Minnesota State Senate,38,Justin Stofferahn,D,600,600,,Sierra Club Political Committee,,,,https://www.transparencyusa.org/mn/candidate/justin-stofferahn-pcc
Sierra Club Political Committee_600,State Office,MN,Minnesota State Senate,21,Ralph Kaehler,D,600,600,,Sierra Club Political Committee,,,,https://www.transparencyusa.org/mn/payee/68009
Sierra Club Political Committee_600,State Office,MN,Minnesota State Senate,14,Aric Putnam,D,600,600,,Sierra Club Political Committee,,,,https://www.transparencyusa.org/mn/payee/19735
Sierra Club Political Committee_500,State Office,MN,Minnesota Governor,,Tim Walz,D,500,500,,Sierra Club Political Committee,,,,https://www.transparencyusa.org/mn/candidate/tim-walz-pcc
Sierra Club Political Committee_450,State Office,MN,Minnesota House of Representatives,53B,Steve Sandell,D,450,450,,Sierra Club Political Committee,,,,https://www.transparencyusa.org/mn/candidate/stephen-steve-sandell-pcc
Sierra Club Political Committee_250,State Office,MN,Minnesota House of Representatives,25B,Liz Boldon,D,250,250,,Sierra Club Political Committee,,,,https://www.transparencyusa.org/mn/payee/67667
Sierra Club Political Committee_250,State Office,MN,Minnesota House of Representatives,26B,Randy Brock,D,250,250,,Sierra Club Political Committee,,,,https://www.transparencyusa.org/mn/payee/67688
Sierra Club Political Committee_250,State Office,MN,Minnesota House of Representatives,14A,Tamara Calhoun,D,250,250,,Sierra Club Political Committee,,,,https://www.transparencyusa.org/mn/payee/67702
Sierra Club Political Committee_250,State Office,MN,Minnesota House of Representatives,54A,Anne Claflin,D,250,250,,Sierra Club Political Committee,,,,https://www.transparencyusa.org/mn/candidate/anne-claflin-pcc
Sierra Club Political Committee_250,State Office,MN,,,[IE] DFL House Caucus,,250,250,,Sierra Club Political Committee,,,,https://www.transparencyusa.org/mn/pac/dfl-house-caucus-20006-ptu
Sierra Club Political Committee_250,State Office,MN,,,[IE] DFL Senate Caucus,,250,250,,Sierra Club Political Committee,,,,https://www.transparencyusa.org/mn/pac/dfl-senate-caucus-20011-ptu
Sierra Club Political Committee_250,State Office,MN,Minnesota House of Representatives,56A,Jessica Hanson,D,250,250,,Sierra Club Political Committee,,,,https://www.transparencyusa.org/mn/candidate/jessica-hanson-pcc
Sierra Club Political Committee_250,State Office,MN,Minnesota House of Representatives,56B,Kaela Jo Berg,D,250,250,,Sierra Club Political Committee,,,,https://www.transparencyusa.org/mn/candidate/kaela-jo-berg-pcc
Sierra Club Political Committee_250,State Office,MN,Minnesota House of Representatives,4A,Heather Keeler,D,250,250,,Sierra Club Political Committee,,,,https://www.transparencyusa.org/mn/payee/69910
Sierra Club Political Committee_250,State Office,MN,Minnesota House of Representatives,47B,Daniel Kessler,D,250,250,,Sierra Club Political Committee,,,,https://www.transparencyusa.org/mn/payee/68024
Sierra Club Political Committee_250,State Office,MN,Minnesota House of Representatives,38A,Kris Fredrick,D,250,250,,Sierra Club Political Committee,,,,https://www.transparencyusa.org/mn/candidate/kris-fredrick-pcc
Sierra Club Political Committee_250,State Office,MN,,,[IE] Louis Alemayehu,,250,250,,Sierra Club Political Committee,,,,https://www.transparencyusa.org/mn/payee/63397
Sierra Club Political Committee_250,State Office,MN,Minnesota House of Representatives,27A,Thomas Martinez,D,250,250,,Sierra Club Political Committee,,,,https://www.transparencyusa.org/mn/payee/68107
Sierra Club Political Committee_250,State Office,MN,Minnesota House of Representatives,52B,Ruth Richardson,D,250,250,,Sierra Club Political Committee,,,,https://www.transparencyusa.org/mn/candidate/ruth-richardson-pcc
Sierra Club Political Committee_250,State Office,MN,Minnesota House of Representatives,39B,Shelly Christensen,D,250,250,,Sierra Club Political Committee,,,,https://www.transparencyusa.org/mn/candidate/shelly-michelle-christensen-pcc
Environmental Caucus of the Minnesota DFL_335.36,State Office,MN,,,[IE] Veda Kanitz,,335.36,335.36,,Environmental Caucus of the Minnesota DFL,,,,https://www.transparencyusa.org/mn/payee/20580
Conservation Voters of PA Victory Fund_81000,State Office,PA,,,[IE] Clean Wave,,81000,81000,,Conservation Voters of PA Victory Fund,,,,https://www.transparencyusa.org/pa/pac/clean-wave-pac-20180333
Conservation Voters of PA Victory Fund_60551.37,State Office,PA,,,[IE] Deliver Strategies LLC,,60551.37,60551.37,,Conservation Voters of PA Victory Fund,,,,https://www.transparencyusa.org/pa/payee/deliver-strategies-llc
Conservation Voters of PA Victory Fund_55117.49,State Office,PA,,,[IE] Conservation Voters of PA Action Fund,,55117.49,55117.49,,Conservation Voters of PA Victory Fund,,,,https://www.transparencyusa.org/pa/pac/conservation-voters-of-pa-action-fund-pac-2010310
Conservation Voters of PA Victory Fund_40000,State Office,PA,,,[IE] Sb Digital Inc,,40000,40000,,Conservation Voters of PA Victory Fund,,,,https://www.transparencyusa.org/pa/payee/sb-digital-inc
Conservation Voters of PA Victory Fund_23831.08,State Office,PA,,,[IE] League Of Conservation Voters Inc,,23831.08,23831.08,,Conservation Voters of PA Victory Fund,,,,https://www.transparencyusa.org/pa/payee/league-of-conservation-voters-inc
Conservation Voters of PA Victory Fund_17500,State Office,PA,,,[IE] Stones Phones,,17500,17500,,Conservation Voters of PA Victory Fund,,,,https://www.transparencyusa.org/pa/payee/stones-phones
Conservation Voters of PA Victory Fund_10000,State Office,PA,,,[IE] Ceisler Media and Issue Advocacy,,10000,10000,,Conservation Voters of PA Victory Fund,,,,https://www.transparencyusa.org/pa/payee/ceisler-media-and-issue-advocacy
Conservation Voters of PA Victory Fund_6500,State Office,PA,,,[IE] Casa in Action PAC,,6500,6500,,Conservation Voters of PA Victory Fund,,,,https://www.transparencyusa.org/pa/payee/266018
Conservation Voters of PA Victory Fund_5000,State Office,PA,,,[IE] GPS Impact,,5000,5000,,Conservation Voters of PA Victory Fund,,,,https://www.transparencyusa.org/pa/payee/gps-impact
Conservation Voters of PA Victory Fund_3250,State Office,PA,,,[IE] 21st Century Media,,3250,3250,,Conservation Voters of PA Victory Fund,,,,https://www.transparencyusa.org/pa/payee/21st-century-media
Conservation Voters of PA Victory Fund_3000,State Office,PA,,,[IE] Project Keystone,,3000,3000,,Conservation Voters of PA Victory Fund,,,,https://www.transparencyusa.org/pa/payee/project-keystone
Conservation Voters of PA Victory Fund_3000,State Office,PA,,,[IE] Suresh and Urvashi Bhagat,,3000,3000,,Conservation Voters of PA Victory Fund,,,,https://www.transparencyusa.org/pa/payee/285705
Conservation Voters of PA Victory Fund_2690.33,State Office,PA,,,[IE] Sequel Consulting,,2690.33,2690.33,,Conservation Voters of PA Victory Fund,,,,https://www.transparencyusa.org/pa/payee/284306
Conservation Voters of PA Victory Fund_2082.54,State Office,PA,,,[IE] Sequal Consulting,,2082.54,2082.54,,Conservation Voters of PA Victory Fund,,,,https://www.transparencyusa.org/pa/payee/sequal-consulting
Conservation Voters of PA Victory Fund_2068.75,State Office,PA,,,[IE] Trister Ross Schadler and Gold,,2068.75,2068.75,,Conservation Voters of PA Victory Fund,,,,https://www.transparencyusa.org/pa/payee/287183
Conservation Voters of PA Victory Fund_1125,State Office,PA,,,[IE] Rittenhouse Political Partners,,1125,1125,,Conservation Voters of PA Victory Fund,,,,https://www.transparencyusa.org/pa/payee/rittenhouse-political-partners
Conservation Voters of PA Victory Fund_856.78,State Office,PA,,,[IE] Jess Cadorette,,856.78,856.78,,Conservation Voters of PA Victory Fund,,,,https://www.transparencyusa.org/pa/payee/275300
Conservation Voters of PA Victory Fund_405,State Office,PA,,,[IE] Karen Buchanan,,405,405,,Conservation Voters of PA Victory Fund,,,,https://www.transparencyusa.org/pa/payee/276141
Conservation Voters of PA Victory Fund_309.6,State Office,PA,,,[IE] Bank of America Corporation State and Federal PAC,,309.6,309.6,,Conservation Voters of PA Victory Fund,,,,https://www.transparencyusa.org/pa/pac/bank-of-america-corporation-state-and-federal-pac-pac-2006275
Conservation Voters of PA Victory Fund_285,State Office,PA,,,[IE] Idealist,,285,285,,Conservation Voters of PA Victory Fund,,,,https://www.transparencyusa.org/pa/payee/274481
Conservation Voters of PA Victory Fund_284.47,State Office,PA,,,[IE] Lani Frank,,284.47,284.47,,Conservation Voters of PA Victory Fund,,,,https://www.transparencyusa.org/pa/payee/277078
Conservation Voters of PA Victory Fund_150,State Office,PA,,,[IE] United Steelworkers of America Local # 1165,,150,150,,Conservation Voters of PA Victory Fund,,,,https://www.transparencyusa.org/pa/payee/287463
Conservation Voters of PA Victory Fund_147.41,State Office,PA,,,[IE] Dom Brennan,,147.41,147.41,,Conservation Voters of PA Victory Fund,,,,https://www.transparencyusa.org/pa/payee/269440
Conservation Voters of PA Victory Fund_114.95,State Office,PA,,,[IE] Joe Hendershot,,114.95,114.95,,Conservation Voters of PA Victory Fund,,,,https://www.transparencyusa.org/pa/payee/275501
Conservation Voters of PA Victory Fund_93.76,State Office,PA,,,[IE] Sara Deneweth,,93.76,93.76,,Conservation Voters of PA Victory Fund,,,,https://www.transparencyusa.org/pa/payee/283986
Conservation Voters of PA Victory Fund_78.77,State Office,PA,,,[IE] Venice Pizza,,78.77,78.77,,Conservation Voters of PA Victory Fund,,,,https://www.transparencyusa.org/pa/payee/287786
Conservation Voters of PA Action Fund_25023.32,State Office,PA,Pennsylvania House of Representatives,144,Gary Spillane,D,25023.32,25023.32,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/gary-spillane
Conservation Voters of PA Action Fund_25022.48,State Office,PA,Pennsylvania House of Representatives,29,Marlene Katz,D,25022.48,25022.48,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/marlene-katz
Conservation Voters of PA Action Fund_22046.94,State Office,PA,Pennsylvania House of Representatives,30,Lissa Geiger Shulman,D,22046.94,22046.94,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/lissa-geiger-shulman
Conservation Voters of PA Action Fund_20023.32,State Office,PA,Pennsylvania House of Representatives,151,Jonathan Kassa,D,20023.32,20023.32,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/jonathan-kassa
Conservation Voters of PA Action Fund_46.94,State Office,PA,Pennsylvania House of Representatives,127,Manuel Guzman,D,46.94,46.94,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/manuel-guzman
Conservation Voters of PA Action Fund_46.94,State Office,PA,Pennsylvania House of Representatives,38,Nick Pisciottano,D,46.94,46.94,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/nick-pisciottano
Conservation Voters of PA Action Fund_46.94,State Office,PA,Pennsylvania House of Representatives,87,Nicole Miller,D,46.94,46.94,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/nicole-miller
Conservation Voters of PA Action Fund_46.94,State Office,PA,Pennsylvania House of Representatives,26,Paul Friel,D,46.94,46.94,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/paul-friel
Conservation Voters of PA Action Fund_46.94,State Office,PA,Pennsylvania House of Representatives,188,Rick Krajewski,D,46.94,46.94,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/payee/783797
Conservation Voters of PA Action Fund_46.05,State Office,PA,Pennsylvania House of Representatives,182,Brian Sims,D,46.05,46.05,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/payee/720847
Conservation Voters of PA Action Fund_30.68,State Office,PA,Pennsylvania House of Representatives,161,Leanne Krueger Braneky,D,30.68,30.68,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/leanne-krueger-braneky
Conservation Voters of PA Action Fund_29.27,State Office,PA,Pennsylvania House of Representatives,139,Marian Keegan,D,29.27,29.27,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/payee/782063
Conservation Voters of PA Action Fund_25.83,State Office,PA,Pennsylvania State Senate,43,Jay Costa,D,25.83,25.83,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/jay-costa
Conservation Voters of PA Action Fund_25.83,State Office,PA,Pennsylvania State Senate,7,Vincent Hughes,D,25.83,25.83,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/vincent-hughes
Conservation Voters of PA Action Fund_25.72,State Office,PA,Pennsylvania House of Representatives,74,Dan K Williams,D,25.72,25.72,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/dan-k-williams
Conservation Voters of PA Action Fund_25.72,State Office,PA,Pennsylvania House of Representatives,202,Jared Solomon,D,25.72,25.72,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/jared-solomon
Conservation Voters of PA Action Fund_25.72,State Office,PA,Pennsylvania House of Representatives,150,Joseph Webster,D,25.72,25.72,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/joseph-webster
Conservation Voters of PA Action Fund_25.72,State Office,PA,Pennsylvania House of Representatives,157,Melissa Shusterman,D,25.72,25.72,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/melissa-shusterman
Conservation Voters of PA Action Fund_25.72,State Office,PA,Pennsylvania House of Representatives,96,P Michael Sturla,D,25.72,25.72,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/p-michael-sturla
Conservation Voters of PA Action Fund_25.72,State Office,PA,Pennsylvania House of Representatives,31,Perry Warren,D,25.72,25.72,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/perry-warren
Conservation Voters of PA Action Fund_25.72,State Office,PA,Pennsylvania House of Representatives,143,Wendy Ullman,D,25.72,25.72,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/wendy-ullman
Conservation Voters of PA Action Fund_24.01,State Office,PA,Pennsylvania House of Representatives,13,Richard Ruggieri,D,24.01,24.01,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/payee/783794
Conservation Voters of PA Action Fund_23.32,State Office,PA,Pennsylvania House of Representatives,97,Dana Hamp Gulick,D,23.32,23.32,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/payee/693011
Conservation Voters of PA Action Fund_23.32,State Office,PA,Pennsylvania House of Representatives,12,Daniel B Smith Jr,D,23.32,23.32,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/daniel-b-smith-jr
Conservation Voters of PA Action Fund_23.32,State Office,PA,Pennsylvania House of Representatives,156,Dianne Herrin Campaign,D,23.32,23.32,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/payee/dianne-herrin-campaign
Conservation Voters of PA Action Fund_23.32,State Office,PA,Pennsylvania House of Representatives,147,Jill Dennin,D,23.32,23.32,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/jill-dennin
Conservation Voters of PA Action Fund_23.2,State Office,PA,Pennsylvania House of Representatives,200,Christopher Rabb,D,23.2,23.2,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/payee/783716
Conservation Voters of PA Action Fund_23.2,State Office,PA,Pennsylvania House of Representatives,21,Sara Innamorato,D,23.2,23.2,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/sara-innamorato
Conservation Voters of PA Action Fund_22.48,State Office,PA,Pennsylvania House of Representatives,154,Napoleon Nelson,D,22.48,22.48,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/payee/699060
Conservation Voters of PA Action Fund_22.29,State Office,PA,Pennsylvania House of Representatives,153,Ben Sanchez,D,22.29,22.29,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/ben-sanchez
Conservation Voters of PA Action Fund_22.29,State Office,PA,Pennsylvania House of Representatives,136,Robert Freeman,D,22.29,22.29,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/payee/267685
Conservation Voters of PA Action Fund_22.29,State Office,PA,Pennsylvania House of Representatives,23,Daniel Frankel,D,22.29,22.29,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/dan-frankel
Conservation Voters of PA Action Fund_22.29,State Office,PA,Pennsylvania House of Representatives,135,Steve Samuelson,D,22.29,22.29,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/payee/272540
Conservation Voters of PA Action Fund_22.29,State Office,PA,Pennsylvania House of Representatives,61,Liz Hanbidge,D,22.29,22.29,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/liz-hanbidge
Conservation Voters of PA Action Fund_22.29,State Office,PA,Pennsylvania House of Representatives,148,Mary Jo Daley,D,22.29,22.29,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/mary-jo-daley
Conservation Voters of PA Action Fund_22.29,State Office,PA,Pennsylvania House of Representatives,194,Pamela DeLissio,D,22.29,22.29,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/payee/820520
Conservation Voters of PA Action Fund_22.29,State Office,PA,Pennsylvania House of Representatives,149,Tim Briggs,D,22.29,22.29,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/tim-briggs
Conservation Voters of PA Action Fund_21.82,State Office,PA,,,Shari Shapiro,I,21.82,21.82,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/shari-shapiro
Conservation Voters of PA Action Fund_20.27,State Office,PA,Pennsylvania House of Representatives,176,Claudette Williams,D,20.27,20.27,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/payee/819339
Conservation Voters of PA Action Fund_20.27,State Office,PA,Pennsylvania House of Representatives,28,Emily Skopov,D,20.27,20.27,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/emily-skopov
Conservation Voters of PA Action Fund_20.27,State Office,PA,Pennsylvania House of Representatives,131,Kevin Branco,D,20.27,20.27,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/payee/819953
Conservation Voters of PA Action Fund_19.05,State Office,PA,Pennsylvania State Senate,17,Amanda Cappelletti,D,19.05,19.05,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/amanda-cappelletti
Conservation Voters of PA Action Fund_19.05,State Office,PA,Pennsylvania House of Representatives,178,Ann Marie Mitchell,D,19.05,19.05,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/ann-marie-mitchell
Conservation Voters of PA Action Fund_19.05,State Office,PA,Pennsylvania House of Representatives,160,Anton Andrew,D,19.05,19.05,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/anton-andrew
Conservation Voters of PA Action Fund_19.05,State Office,PA,Pennsylvania House of Representatives,105,Brittney Rodas,D,19.05,19.05,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/brittney-rodas
Conservation Voters of PA Action Fund_19.05,State Office,PA,Pennsylvania House of Representatives,19,Carolyn Comitta,D,19.05,19.05,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/payee/carolyn-comitta-campaign
Conservation Voters of PA Action Fund_19.05,State Office,PA,Pennsylvania House of Representatives,88,Tara Shakespeare,D,19.05,19.05,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/payee/819690
